,New Churn Category
6648,Competitor
6649,IS NULL
6650,IS NULL
6651,Competitor
6652,Competitor
6653,IS NULL
6654,IS NULL
6655,IS NULL
6656,IS NULL
6657,IS NULL
6658,IS NULL
6659,Product quality
6660,IS NULL
6661,IS NULL
6662,IS NULL
6663,IS NULL
6664,IS NULL
6665,IS NULL
6666,IS NULL
6667,IS NULL
6668,IS NULL
6669,IS NULL
6670,Competitor
6671,IS NULL
6672,IS NULL
6673,IS NULL
6674,Competitor
6675,Competitor
6676,IS NULL
6677,IS NULL
6678,IS NULL
6679,IS NULL
6680,IS NULL
6681,Competitor
6682,IS NULL
6683,IS NULL
6684,IS NULL
6685,IS NULL
6686,IS NULL
6687,IS NULL
6688,IS NULL
6689,IS NULL
6690,IS NULL
6691,IS NULL
6692,IS NULL
6693,Client service
6694,IS NULL
6695,IS NULL
6696,IS NULL
6697,IS NULL
6698,Other
6699,IS NULL
6700,Product quality
6701,IS NULL
6702,Competitor
6703,IS NULL
6704,IS NULL
6705,IS NULL
6706,Competitor
6707,Product quality
6708,Competitor
6709,IS NULL
6710,Competitor
6711,IS NULL
6712,IS NULL
6713,IS NULL
6714,IS NULL
6715,IS NULL
6716,Competitor
6717,IS NULL
6718,IS NULL
6719,IS NULL
6720,Competitor
6721,IS NULL
6722,IS NULL
6723,IS NULL
6724,IS NULL
6725,IS NULL
6726,IS NULL
6727,IS NULL
6728,IS NULL
6729,IS NULL
6730,IS NULL
6731,Product quality
6732,IS NULL
6733,Competitor
6734,IS NULL
6735,Competitor
6736,IS NULL
6737,Price
6738,IS NULL
6739,IS NULL
6740,Competitor
6741,IS NULL
6742,IS NULL
6743,Competitor
6744,IS NULL
6745,Competitor
6746,IS NULL
6747,IS NULL
6748,IS NULL
6749,Competitor
6750,IS NULL
6751,IS NULL
6752,IS NULL
6753,IS NULL
6754,IS NULL
6755,IS NULL
6756,IS NULL
6757,IS NULL
6758,IS NULL
6759,IS NULL
6760,Competitor
6761,Client service
6762,Competitor
6763,IS NULL
6764,IS NULL
6765,IS NULL
6766,Client service
6767,IS NULL
6768,IS NULL
6769,Competitor
6770,Competitor
6771,IS NULL
6772,IS NULL
6773,IS NULL
6774,IS NULL
6775,IS NULL
6776,IS NULL
6777,IS NULL
6778,IS NULL
6779,IS NULL
6780,Competitor
6781,IS NULL
6782,IS NULL
6783,IS NULL
6784,IS NULL
6785,IS NULL
6786,IS NULL
6787,IS NULL
6788,IS NULL
6789,IS NULL
6790,Competitor
6791,IS NULL
6792,IS NULL
6793,IS NULL
6794,IS NULL
6795,IS NULL
6796,IS NULL
6797,IS NULL
6798,IS NULL
6799,Competitor
6800,IS NULL
6801,IS NULL
6802,Client service
6803,Competitor
6804,IS NULL
6805,IS NULL
6806,Competitor
6807,IS NULL
6808,Product quality
6809,Other
6810,IS NULL
6811,IS NULL
6812,IS NULL
6813,IS NULL
6814,IS NULL
6815,IS NULL
6816,IS NULL
6817,IS NULL
6818,Competitor
6819,Price
6820,IS NULL
6821,Competitor
6822,IS NULL
6823,Competitor
6824,IS NULL
6825,IS NULL
6826,IS NULL
6827,IS NULL
6828,IS NULL
6829,IS NULL
6830,IS NULL
6831,IS NULL
6832,IS NULL
6833,IS NULL
6834,IS NULL
6835,IS NULL
6836,IS NULL
6837,Price
6838,IS NULL
6839,IS NULL
6840,IS NULL
6841,IS NULL
6842,IS NULL
6843,IS NULL
6844,IS NULL
6845,Price
6846,Price
6847,Product quality
6848,IS NULL
6849,IS NULL
6850,Price
6851,IS NULL
6852,Competitor
6853,Price
6854,IS NULL
6855,IS NULL
6856,IS NULL
6857,IS NULL
6858,IS NULL
6859,IS NULL
6860,IS NULL
6861,IS NULL
6862,Product quality
6863,IS NULL
6864,IS NULL
6865,IS NULL
6866,IS NULL
6867,IS NULL
6868,IS NULL
6869,IS NULL
6870,IS NULL
6871,IS NULL
6872,Competitor
6873,IS NULL
6874,IS NULL
6875,IS NULL
6876,IS NULL
6877,IS NULL
6878,IS NULL
6879,IS NULL
6880,IS NULL
6881,Competitor
6882,IS NULL
6883,IS NULL
6884,IS NULL
6885,IS NULL
6886,IS NULL
6887,IS NULL
6888,IS NULL
6889,IS NULL
6890,IS NULL
6891,Client service
6892,IS NULL
6893,IS NULL
6894,IS NULL
6895,IS NULL
6896,IS NULL
6897,IS NULL
6898,IS NULL
6899,IS NULL
6900,IS NULL
6901,IS NULL
6902,IS NULL
6903,IS NULL
6904,IS NULL
6905,Competitor
6906,IS NULL
6907,IS NULL
6908,IS NULL
6909,Client service
6910,IS NULL
6911,Competitor
6912,IS NULL
6913,IS NULL
6914,IS NULL
6915,IS NULL
6916,IS NULL
6917,Competitor
6918,IS NULL
6919,Price
6920,IS NULL
6921,IS NULL
6922,IS NULL
6923,IS NULL
6924,Competitor
6925,IS NULL
6926,IS NULL
6927,Competitor
6928,IS NULL
6929,IS NULL
6930,Client service
6931,IS NULL
6932,Competitor
6933,Price
6934,IS NULL
6935,IS NULL
6936,IS NULL
6937,Client service
6938,IS NULL
6939,IS NULL
6940,IS NULL
6941,IS NULL
6942,IS NULL
6943,Client service
6944,IS NULL
6945,IS NULL
6946,Product quality
6947,Competitor
6948,Competitor
6949,IS NULL
6950,IS NULL
6951,IS NULL
6952,IS NULL
6953,Other
6954,IS NULL
6955,Competitor
6956,IS NULL
6957,IS NULL
6958,IS NULL
6959,IS NULL
6960,IS NULL
6961,Competitor
6962,Competitor
6963,IS NULL
6964,IS NULL
6965,IS NULL
6966,Product quality
6967,IS NULL
6968,IS NULL
6969,Competitor
6970,IS NULL
6971,Competitor
6972,IS NULL
6973,IS NULL
6974,IS NULL
6975,Competitor
6976,Competitor
6977,IS NULL
6978,IS NULL
6979,IS NULL
6980,Competitor
6981,IS NULL
6982,IS NULL
6983,Product quality
6984,IS NULL
6985,IS NULL
6986,IS NULL
6987,IS NULL
6988,IS NULL
6989,IS NULL
6990,IS NULL
6991,IS NULL
6992,Competitor
6993,IS NULL
6994,IS NULL
6995,IS NULL
6996,IS NULL
6997,IS NULL
6998,IS NULL
6999,IS NULL
7000,IS NULL
7001,IS NULL
7002,IS NULL
7003,IS NULL
7004,IS NULL
7005,IS NULL
7006,Price
7007,Competitor
7008,IS NULL
7009,IS NULL
7010,Competitor
7011,IS NULL
7012,Competitor
7013,Competitor
7014,IS NULL
7015,IS NULL
7016,IS NULL
7017,IS NULL
7018,IS NULL
7019,IS NULL
7020,Product quality
7021,IS NULL
7022,IS NULL
7023,Product quality
7024,IS NULL
7025,IS NULL
7026,IS NULL
7027,IS NULL
7028,IS NULL
7029,IS NULL
7030,IS NULL
7031,IS NULL
7032,IS NULL
7033,IS NULL
7034,IS NULL
7035,IS NULL
7036,Competitor
7037,Competitor
7038,IS NULL
7039,Product quality
7040,IS NULL
7041,IS NULL
7042,IS NULL
